jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,departemen,lama_bekerja_tahun,tipe_perusahaan,status_wfh,jam_kerja_per_hari,jam_lembur_per_hari,jam_tidur_per_hari,kualitas_tidur,frekuensi_olahraga_per_minggu,jam_layar_per_hari,tingkat_stres,kepuasan_kerja,work_life_balance,produktivitas_diri,dukungan_atasan,frekuensi_meeting_per_hari,jumlah_deadline_per_minggu,beban_kerja_persepsi,status_merokok,riwayat_kesehatan_mental,keluhan_fisik_utama,keamanan_pekerjaan,frekuensi_konflik_kerja,tingkat_burnout_label
Perempuan,23,D3,Belum Menikah,Engineering,10,Swasta,Tidak,11,0,7,9,4,11,5,10,8,7,6,2,3,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,3,Low
Laki-laki,31,S1,Menikah,Sales,5,Freelance,Tidak,7,0,6,6,3,8,3,8,8,5,6,2,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,2,Low
Laki-laki,23,S1,Menikah,Sales,4,Swasta,Ya,6,0,9,8,3,7,4,6,7,7,6,3,1,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1,Low
Laki-laki,28,S2,Menikah,Marketing,1,Startup,Hybrid,11,3,6,4,0,8,9,5,4,4,2,5,4,Sangat Berat,Ya,Pernah Depresi,Sakit Kepala,Tidak Aman,6,High
Perempuan,18,D3,Belum Menikah,Marketing,2,Swasta,Tidak,11,1,7,6,1,8,6,7,6,7,4,3,2,Sedang,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,4,Medium
Laki-laki,36,D3,Belum Menikah,Marketing,0,BUMN,Ya,13,4,5,1,0,8,8,3,2,2,4,5,2,Berat,Kadang,Pernah Depresi,Kelelahan,Cukup Aman,6,High
Laki-laki,24,S1,Menikah,Operations,0,Swasta,Tidak,11,2,6,6,1,8,10,3,5,5,4,5,5,Sangat Berat,Kadang,Tidak Ada,Sakit Kepala,Tidak Aman,6,High
Laki-laki,19,S1,Belum Menikah,It,2,Freelance,Hybrid,7,0,7,8,2,8,3,8,5,6,8,5,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,4,Low
Laki-laki,29,S1,Belum Menikah,Data,1,Swasta,Ya,12,4,6,3,0,8,8,4,2,3,4,5,3,Sedang,Kadang,Kecemasan,Mata Lelah,Tidak Aman,5,High
Laki-laki,24,S1,Menikah,Engineering,6,Startup,Tidak,13,3,5,3,1,8,9,3,4,4,10,5,6,Sedang,Tidak,Pernah Depresi,Sakit Kepala,Tidak Aman,7,High
Laki-laki,38,D3,Menikah,Engineering,0,Freelance,Hybrid,12,3,7,4,1,6,7,4,3,5,2,3,5,Sangat Berat,Ya,Pernah Depresi,Kelelahan,Cukup Aman,4,High
Perempuan,29,S1,Menikah,It,0,BUMN,Hybrid,10,0,6,6,3,12,6,4,3,5,4,1,4,Ringan,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,6,Medium
Perempuan,30,S1,Menikah,Finance,6,Startup,Ya,11,1,6,8,4,9,8,7,7,6,7,3,2,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Tidak Aman,4,Medium
Perempuan,30,S1,Belum Menikah,Engineering,3,Startup,Tidak,8,0,9,7,2,6,4,8,8,7,8,2,2,Ringan,Kadang,Pernah Depresi,Tidak Ada,Sangat Aman,2,Low
Perempuan,25,S1,Menikah,Sales,1,Swasta,Ya,8,1,8,7,3,8,3,6,7,6,8,1,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1,Low
Perempuan,27,S2,Belum Menikah,Operations,4,Startup,Hybrid,8,0,6,7,3,12,3,6,10,8,5,3,2,Ringan,Kadang,Pernah Depresi,Tidak Ada,Sangat Aman,3,Low
Laki-laki,29,S1,Belum Menikah,Engineering,0,Startup,Ya,9,1,6,6,3,5,6,5,5,7,7,0,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,5,Medium
Perempuan,28,S1,Belum Menikah,Finance,6,BUMN,Hybrid,11,2,5,6,2,9,8,6,5,5,6,3,2,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Perempuan,31,S2,Belum Menikah,Operations,0,Freelance,Tidak,10,1,7,6,4,5,6,4,5,6,7,2,3,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Perempuan,30,S1,Menikah,Product,1,BUMN,Ya,10,1,7,5,2,9,7,8,5,7,5,4,2,Ringan,Tidak,Pernah Depresi,Nyeri Punggung,Aman,5,Medium
Laki-laki,18,S1,Belum Menikah,Hr,0,BUMN,Tidak,9,2,6,5,0,8,5,5,6,6,6,4,4,Sedang,Ya,Pernah Depresi,Nyeri Punggung,Aman,3,Medium
Perempuan,30,S1,Menikah,Finance,6,Freelance,Tidak,11,2,5,2,1,8,6,3,2,4,2,5,4,Berat,Tidak,Pernah Depresi,Kelelahan,Cukup Aman,7,High
Perempuan,25,S1,Menikah,Marketing,3,Swasta,Hybrid,10,3,6,8,2,7,6,6,6,7,5,3,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Perempuan,42,S2,Menikah,Product,1,Startup,Hybrid,10,1,7,10,4,8,4,7,6,9,4,1,0,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,1,Low
Laki-laki,22,S1,Belum Menikah,Product,0,Swasta,Ya,12,4,6,4,2,7,8,4,4,4,4,4,3,Sangat Berat,Kadang,Kecemasan,Mata Lelah,Tidak Aman,8,High
Perempuan,24,S2,Menikah,Data,4,BUMN,Tidak,11,3,5,3,1,8,8,2,2,5,5,4,3,Berat,Ya,Tidak Ada,Mata Lelah,Cukup Aman,6,High
Laki-laki,31,S1,Menikah,Hr,1,Swasta,Ya,11,3,6,2,0,11,7,5,3,5,1,4,6,Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,8,High
Perempuan,39,S2,Belum Menikah,Hr,12,BUMN,Ya,12,5,6,2,1,11,9,4,4,4,4,4,5,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,9,High
Laki-laki,34,S2,Belum Menikah,Engineering,3,Swasta,Hybrid,14,4,4,4,0,9,8,4,4,2,1,7,5,Sedang,Kadang,Tidak Ada,Nyeri Punggung,Tidak Aman,8,High
Laki-laki,27,S1,Menikah,Product,7,Freelance,Hybrid,7,2,6,6,4,12,2,7,7,6,7,2,2,Ringan,Ya,Tidak Ada,Tidak Ada,Cukup Aman,2,Low
Laki-laki,32,S1,Menikah,Data,1,Swasta,Tidak,8,1,5,8,4,10,4,8,5,8,8,1,2,Ringan,Tidak,Pernah Depresi,Tidak Ada,Sangat Aman,2,Low
Perempuan,31,S1,Belum Menikah,Sales,2,Swasta,Hybrid,12,5,4,5,2,7,9,4,3,4,6,4,5,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,9,High
Laki-laki,21,S1,Belum Menikah,Product,5,Swasta,Tidak,8,1,7,7,2,8,3,9,7,7,8,1,1,Ringan,Tidak,Pernah Depresi,Tidak Ada,Sangat Aman,3,Low
Laki-laki,31,S1,Belum Menikah,Finance,0,Swasta,Ya,12,4,5,3,0,6,8,3,4,4,1,4,5,Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,5,High
Perempuan,18,S2,Belum Menikah,Marketing,0,BUMN,Hybrid,9,1,6,5,2,10,6,6,7,8,4,1,2,Berat,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,6,Medium
Laki-laki,24,D3,Belum Menikah,Finance,3,Swasta,Tidak,6,0,7,6,4,8,5,8,7,8,6,1,1,Sedang,Ya,Tidak Ada,Tidak Ada,Aman,1,Low
Laki-laki,18,S1,Belum Menikah,Product,0,Freelance,Tidak,11,4,6,5,0,7,9,1,2,5,2,6,4,Sedang,Ya,Tidak Ada,Kelelahan,Tidak Aman,6,High
Laki-laki,19,S1,Menikah,Data,4,Freelance,Ya,11,3,3,6,1,9,9,4,1,5,2,4,7,Berat,Tidak,Tidak Ada,Mata Lelah,Cukup Aman,6,High
Laki-laki,29,S1,Belum Menikah,Hr,1,Swasta,Tidak,11,3,6,7,3,10,8,4,5,6,4,3,1,Ringan,Kadang,Pernah Depresi,Tidak Ada,Aman,6,Medium
Perempuan,28,S1,Menikah,Product,0,Swasta,Hybrid,10,3,6,4,2,6,5,4,5,7,7,4,3,Sedang,Kadang,Tidak Ada,Nyeri Punggung,Tidak Aman,8,Medium
Laki-laki,29,S1,Menikah,Marketing,0,BUMN,Hybrid,10,2,7,6,2,8,7,6,6,5,6,2,2,Ringan,Tidak,Pernah Depresi,Nyeri Punggung,Tidak Aman,5,Medium
Laki-laki,27,S1,Belum Menikah,Engineering,6,Swasta,Tidak,9,2,8,6,1,10,6,3,6,4,5,5,2,Sedang,Ya,Tidak Ada,Nyeri Punggung,Cukup Aman,4,Medium
Perempuan,28,S1,Belum Menikah,Operations,0,BUMN,Ya,12,4,4,3,1,10,7,2,3,2,1,5,5,Sangat Berat,Tidak,Kecemasan,Sakit Kepala,Cukup Aman,7,High
Perempuan,26,S1,Menikah,Sales,1,Startup,Hybrid,10,4,5,4,2,7,9,3,3,3,5,8,3,Berat,Kadang,Tidak Ada,Nyeri Punggung,Tidak Aman,7,High
Perempuan,34,S1,Belum Menikah,Finance,1,Freelance,Ya,12,3,4,4,2,8,8,3,1,4,1,4,5,Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,8,High
Laki-laki,34,S1,Belum Menikah,Engineering,1,BUMN,Hybrid,12,3,4,4,0,7,8,3,6,3,4,4,5,Sangat Berat,Tidak,Pernah Depresi,Kelelahan,Tidak Aman,7,High
Laki-laki,36,S1,Menikah,Hr,4,Swasta,Ya,12,2,6,5,1,7,8,2,1,7,4,6,6,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,6,High
Laki-laki,44,S2,Belum Menikah,Product,1,BUMN,Hybrid,8,0,7,8,5,7,3,7,6,7,6,3,1,Sedang,Tidak,Tidak Ada,Sakit Kepala,Aman,1,Low
Laki-laki,33,S1,Belum Menikah,Sales,1,Swasta,Ya,8,0,7,6,4,9,4,9,7,7,7,2,0,Ringan,Tidak,Pernah Depresi,Tidak Ada,Aman,1,Low
Laki-laki,34,D3,Belum Menikah,Product,6,Swasta,Ya,7,0,8,6,4,8,6,6,8,8,10,2,3,Ringan,Ya,Tidak Ada,Tidak Ada,Aman,1,Low
Perempuan,27,S1,Menikah,Marketing,1,BUMN,Tidak,10,3,6,2,1,8,6,3,3,4,2,4,3,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,6,High
Perempuan,39,S1,Menikah,Sales,4,Swasta,Tidak,11,5,5,1,0,8,9,4,2,5,5,4,4,Sangat Berat,Ya,Tidak Ada,Nyeri Punggung,Tidak Aman,6,High
Laki-laki,35,S2,Belum Menikah,Engineering,5,Startup,Ya,9,1,7,4,4,9,5,5,9,6,5,3,2,Berat,Kadang,Tidak Ada,Sakit Kepala,Tidak Aman,3,Medium
Perempuan,21,S1,Menikah,Sales,6,Swasta,Ya,9,2,6,6,2,7,5,5,6,4,4,2,2,Sedang,Kadang,Tidak Ada,Tidak Ada,Tidak Aman,5,Medium
Laki-laki,24,S2,Menikah,Marketing,3,BUMN,Ya,10,4,7,2,2,11,10,2,1,2,4,7,7,Berat,Tidak,Pernah Depresi,Mata Lelah,Cukup Aman,6,High
Laki-laki,30,S1,Belum Menikah,Sales,7,Swasta,Tidak,9,4,5,5,1,7,9,2,4,4,3,5,5,Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,7,High
Laki-laki,33,D3,Belum Menikah,It,4,Swasta,Hybrid,10,1,6,6,3,8,8,7,5,7,4,4,2,Sedang,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,6,Medium
Laki-laki,20,S1,Belum Menikah,Data,0,Swasta,Tidak,11,2,7,6,2,9,6,6,6,5,7,3,3,Sedang,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,5,Medium
Perempuan,38,S1,Menikah,Data,4,Freelance,Tidak,8,0,7,6,1,13,5,4,6,6,4,1,2,Berat,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,5,Medium
Laki-laki,37,S2,Menikah,Marketing,9,Freelance,Hybrid,11,5,5,6,0,10,8,2,4,1,6,2,3,Sedang,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,7,High
Laki-laki,21,S2,Belum Menikah,Marketing,2,Swasta,Tidak,11,2,6,6,2,8,6,6,7,4,8,3,2,Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,5,Medium
Laki-laki,34,S1,Belum Menikah,Sales,3,Startup,Tidak,7,2,8,8,2,8,3,8,6,6,6,2,0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4,Low
Perempuan,26,S1,Belum Menikah,Sales,2,Swasta,Hybrid,10,3,5,3,1,7,8,3,2,3,3,3,5,Sedang,Tidak,Kecemasan,Sakit Kepala,Tidak Aman,6,High
Laki-laki,39,D3,Belum Menikah,Hr,4,Swasta,Ya,9,1,6,10,4,7,6,6,4,7,6,4,2,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,6,Medium
Perempuan,29,S1,Menikah,Data,5,Swasta,Ya,8,0,8,10,4,5,4,6,8,7,8,1,2,Ringan,Kadang,Pernah Depresi,Sakit Kepala,Aman,2,Low
Laki-laki,29,S1,Belum Menikah,Marketing,1,Startup,Tidak,11,2,4,3,0,8,9,3,3,4,4,5,5,Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,7,High
Perempuan,22,D3,Menikah,Engineering,2,BUMN,Ya,8,1,8,6,4,6,3,8,7,8,6,3,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,3,Low
Perempuan,35,S2,Belum Menikah,Engineering,2,Swasta,Hybrid,10,4,6,5,0,8,9,4,2,6,2,5,3,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,7,High
Laki-laki,18,S2,Menikah,Finance,2,Startup,Ya,11,2,7,6,2,10,4,7,6,6,5,3,5,Ringan,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,7,Medium
Laki-laki,25,S2,Menikah,Finance,3,Startup,Ya,8,0,9,8,3,7,4,9,10,7,6,1,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1,Low
Laki-laki,30,S2,Belum Menikah,Product,5,Swasta,Ya,8,1,9,9,3,9,3,9,7,7,7,3,2,Ringan,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,1,Low
Laki-laki,24,S1,Menikah,Hr,5,Swasta,Ya,9,3,6,6,2,6,7,3,5,5,5,3,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,3,Medium
Perempuan,33,S2,Menikah,It,2,BUMN,Ya,8,2,6,5,2,10,7,3,5,6,7,4,2,Sedang,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,4,Medium
Laki-laki,29,S1,Belum Menikah,It,2,Startup,Ya,7,0,7,8,5,9,4,10,10,8,7,1,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,4,Low
Laki-laki,39,S2,Menikah,Hr,4,Startup,Ya,8,1,8,8,3,8,3,8,8,7,8,2,1,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1,Low
Perempuan,23,S2,Belum Menikah,Hr,2,Startup,Hybrid,8,1,7,8,3,9,2,8,9,8,8,1,1,Ringan,Kadang,Tidak Ada,Sakit Kepala,Aman,3,Low
Perempuan,30,S2,Menikah,Sales,1,Startup,Tidak,8,2,8,5,2,8,6,5,6,6,5,2,0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,3,Medium
Perempuan,44,S1,Belum Menikah,Sales,1,BUMN,Ya,7,0,8,8,3,7,4,7,5,8,6,1,0,Ringan,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,4,Low
Perempuan,32,S1,Menikah,Marketing,1,Swasta,Ya,14,4,6,2,0,8,7,3,2,3,4,5,4,Berat,Ya,Pernah Depresi,Sakit Kepala,Tidak Aman,8,High
Laki-laki,23,S2,Menikah,Marketing,8,Swasta,Hybrid,10,2,5,6,2,6,6,3,5,6,2,3,3,Sedang,Ya,Tidak Ada,Tidak Ada,Aman,4,Medium
Perempuan,32,S1,Belum Menikah,Marketing,3,Swasta,Ya,14,3,5,5,1,8,8,4,4,4,2,5,7,Berat,Kadang,Tidak Ada,Kelelahan,Cukup Aman,8,High
Laki-laki,24,S1,Menikah,Hr,4,Swasta,Tidak,7,0,7,7,5,8,4,7,9,5,7,1,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,3,Low
Laki-laki,35,S1,Menikah,It,2,Freelance,Tidak,7,1,7,6,2,8,1,8,9,8,7,2,1,Sedang,Tidak,Pernah Depresi,Tidak Ada,Aman,2,Low
Perempuan,27,S1,Menikah,Hr,1,Startup,Tidak,14,2,4,4,1,12,7,3,5,4,5,5,3,Berat,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,5,High
Perempuan,27,S1,Menikah,It,0,BUMN,Ya,10,2,7,4,2,8,4,7,7,6,6,5,4,Sedang,Kadang,Tidak Ada,Sakit Kepala,Cukup Aman,4,Medium
Laki-laki,34,S1,Menikah,Engineering,2,Startup,Hybrid,10,1,5,6,2,8,4,6,5,6,3,2,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,4,Medium
Laki-laki,34,S1,Menikah,Hr,5,Freelance,Tidak,10,1,8,8,0,6,7,5,6,6,6,4,3,Sedang,Kadang,Pernah Depresi,Tidak Ada,Aman,4,Medium
Laki-laki,31,D3,Menikah,Finance,1,Startup,Tidak,11,4,4,4,2,7,8,3,2,4,2,4,5,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,6,High
Laki-laki,34,S2,Belum Menikah,Engineering,4,Swasta,Hybrid,13,2,5,4,0,11,9,1,2,3,3,4,4,Sangat Berat,Tidak,Pernah Depresi,Nyeri Punggung,Tidak Aman,9,High
Laki-laki,26,S1,Belum Menikah,Sales,4,BUMN,Tidak,8,0,8,6,2,10,3,9,6,10,6,1,1,Ringan,Kadang,Tidak Ada,Tidak Ada,Sangat Aman,2,Low
Laki-laki,42,S1,Belum Menikah,Data,1,Swasta,Ya,10,5,3,4,1,5,9,2,3,3,3,4,4,Berat,Tidak,Kecemasan,Nyeri Punggung,Tidak Aman,6,High
Laki-laki,25,D3,Belum Menikah,Marketing,0,Swasta,Ya,10,2,6,4,1,10,4,5,6,4,4,1,1,Sedang,Ya,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Perempuan,18,S1,Belum Menikah,It,2,Freelance,Ya,6,1,8,7,3,11,5,6,7,6,5,1,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1,Low
Perempuan,34,D3,Menikah,Hr,4,Swasta,Ya,11,2,7,5,2,7,8,6,6,6,7,4,1,Ringan,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,4,Medium
Laki-laki,30,S1,Belum Menikah,Sales,9,BUMN,Tidak,11,5,5,5,0,4,9,2,4,2,4,3,4,Sangat Berat,Kadang,Tidak Ada,Nyeri Punggung,Tidak Aman,4,High
Perempuan,29,S1,Menikah,Data,8,Swasta,Tidak,10,4,5,4,1,7,8,3,5,4,3,3,5,Sangat Berat,Tidak,Kecemasan,Kelelahan,Tidak Aman,8,High
Perempuan,33,S2,Menikah,Operations,0,Freelance,Hybrid,9,3,4,3,1,8,10,2,2,2,5,6,4,Berat,Kadang,Pernah Depresi,Sakit Kepala,Cukup Aman,8,High
Perempuan,28,D3,Belum Menikah,Operations,4,Startup,Ya,10,5,6,6,1,8,9,2,3,4,3,5,6,Sedang,Kadang,Kecemasan,Kelelahan,Cukup Aman,7,High
Laki-laki,18,S1,Belum Menikah,Engineering,10,BUMN,Tidak,10,4,5,4,0,6,8,3,2,6,5,7,4,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,9,High
Perempuan,25,S1,Belum Menikah,Marketing,2,Swasta,Tidak,10,4,5,4,2,9,8,3,6,4,5,4,3,Sedang,Ya,Tidak Ada,Kelelahan,Cukup Aman,7,High
Laki-laki,34,S1,Belum Menikah,Sales,6,Freelance,Ya,5,1,8,10,4,11,3,8,8,6,7,2,1,Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,2,Low
Laki-laki,31,D3,Menikah,Data,1,Swasta,Tidak,9,0,8,9,3,7,2,8,8,8,8,4,0,Ringan,Ya,Tidak Ada,Sakit Kepala,Sangat Aman,1,Low
Laki-laki,22,S1,Menikah,Data,0,BUMN,Tidak,9,1,5,6,2,4,5,5,7,4,6,3,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Laki-laki,20,S2,Belum Menikah,Sales,2,Freelance,Tidak,8,0,6,6,5,7,4,5,5,7,8,4,2,Sedang,Tidak,Pernah Depresi,Tidak Ada,Aman,1,Low
Perempuan,18,S1,Belum Menikah,Hr,3,Swasta,Tidak,10,2,6,3,2,12,7,3,8,6,5,3,3,Sedang,Kadang,Pernah Depresi,Tidak Ada,Tidak Aman,5,Medium
Laki-laki,33,S1,Belum Menikah,Engineering,5,Swasta,Hybrid,12,3,4,2,2,7,8,6,4,3,5,3,6,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,5,High
Laki-laki,26,S1,Menikah,Operations,6,Swasta,Hybrid,11,3,4,3,0,9,10,4,4,3,6,5,3,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,7,High
Laki-laki,33,S2,Belum Menikah,Data,10,Swasta,Ya,10,3,7,7,2,8,6,4,4,4,6,4,2,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,3,Medium
Perempuan,33,S2,Belum Menikah,Sales,1,BUMN,Tidak,9,1,7,8,3,6,4,7,8,8,9,2,2,Ringan,Kadang,Pernah Depresi,Tidak Ada,Aman,3,Low
Laki-laki,28,S1,Belum Menikah,Operations,6,BUMN,Hybrid,9,2,6,5,2,10,6,6,6,6,4,3,3,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Cukup Aman,6,Medium
Perempuan,27,S2,Menikah,Marketing,3,Swasta,Tidak,6,0,7,8,2,3,3,6,7,7,6,1,2,Ringan,Ya,Tidak Ada,Tidak Ada,Cukup Aman,2,Low
Laki-laki,35,S1,Menikah,Sales,7,Startup,Tidak,10,0,6,4,1,5,5,6,6,5,6,4,3,Berat,Tidak,Tidak Ada,Nyeri Punggung,Aman,5,Medium
Laki-laki,38,S1,Belum Menikah,Finance,0,BUMN,Tidak,8,0,9,7,5,8,4,8,7,7,6,2,2,Ringan,Ya,Tidak Ada,Tidak Ada,Aman,1,Low
Perempuan,18,S2,Menikah,Finance,5,Swasta,Ya,13,16,5,3,0,6,8,4,6,4,2,5,4,Sangat Berat,Kadang,Tidak Ada,Kelelahan,Tidak Aman,4,High
Perempuan,29,S1,Belum Menikah,Product,2,Freelance,Tidak,10,3,4,4,2,7,8,3,2,2,5,4,6,Sangat Berat,Tidak,Tidak Ada,Kelelahan,Tidak Aman,6,High
Perempuan,26,S1,Menikah,Finance,2,Freelance,Ya,12,2,5,3,1,6,7,6,7,6,6,3,2,Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,3,Medium
Perempuan,37,D3,Menikah,Operations,6,BUMN,Tidak,11,1,7,6,1,10,4,3,5,7,7,2,2,Berat,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,4,Medium
Perempuan,22,S1,Menikah,Hr,0,BUMN,Ya,12,3,4,4,2,8,8,2,3,4,3,5,3,Berat,Ya,Tidak Ada,Kelelahan,Cukup Aman,8,High
Laki-laki,19,S1,Menikah,Operations,0,BUMN,Ya,14,4,4,4,2,8,8,4,2,4,5,5,4,Berat,Ya,Tidak Ada,Sakit Kepala,Tidak Aman,6,High
Laki-laki,31,S2,Menikah,Operations,6,Swasta,Hybrid,12,3,6,5,1,6,8,3,4,5,4,4,4,Sedang,Ya,Tidak Ada,Sakit Kepala,Tidak Aman,7,High
Laki-laki,38,S2,Belum Menikah,It,4,Swasta,Tidak,11,0,5,6,2,5,7,6,5,5,5,3,0,Berat,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,6,Medium
Perempuan,24,S1,Menikah,Marketing,0,BUMN,Ya,10,2,6,4,2,11,8,6,4,5,4,4,2,Sedang,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,4,Medium
Laki-laki,39,S1,Belum Menikah,Hr,2,Startup,Tidak,13,3,4,2,0,7,9,3,2,5,4,4,4,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,8,High
Laki-laki,25,S1,Belum Menikah,Sales,2,Freelance,Hybrid,9,0,8,6,0,10,7,4,6,6,5,3,1,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,5,Medium
Perempuan,23,S2,Menikah,Data,4,BUMN,Ya,9,2,8,5,1,9,6,6,6,6,8,3,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,2,Medium
Laki-laki,31,S1,Belum Menikah,Operations,8,Swasta,Tidak,10,2,5,2,0,10,10,5,5,6,2,4,3,Sangat Berat,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,6,High
Laki-laki,18,S1,Belum Menikah,Marketing,2,Swasta,Ya,7,0,8,4,1,5,7,6,4,6,6,1,3,Sedang,Ya,Tidak Ada,Tidak Ada,Aman,3,Medium
Perempuan,30,S1,Menikah,Sales,5,Startup,Ya,12,3,4,6,0,7,9,5,2,6,5,5,3,Berat,Ya,Tidak Ada,Nyeri Punggung,Tidak Aman,7,High
Perempuan,35,S1,Belum Menikah,Data,0,Freelance,Ya,9,1,6,6,4,7,6,4,6,8,6,2,4,Sedang,Kadang,Pernah Depresi,Tidak Ada,Cukup Aman,7,Medium
Perempuan,30,S1,Menikah,It,3,Swasta,Tidak,8,1,7,9,3,11,5,7,9,6,10,3,1,Ringan,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,5,Low
Laki-laki,36,S2,Belum Menikah,Data,0,Swasta,Tidak,8,1,8,7,4,10,4,6,7,7,8,3,0,Ringan,Kadang,Tidak Ada,Tidak Ada,Sangat Aman,4,Low
Laki-laki,36,S2,Menikah,It,2,BUMN,Hybrid,10,2,7,5,2,8,7,6,5,7,7,2,3,Sedang,Ya,Pernah Depresi,Sakit Kepala,Aman,5,Medium
Laki-laki,32,S1,Belum Menikah,Operations,0,Swasta,Ya,11,1,6,4,5,13,7,5,4,8,4,2,4,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Aman,4,Medium
Laki-laki,19,S1,Belum Menikah,It,4,BUMN,Ya,9,0,9,6,2,6,3,9,6,7,8,2,1,Ringan,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,3,Low
Laki-laki,32,D3,Belum Menikah,Hr,1,Swasta,Tidak,6,1,7,7,4,8,3,9,8,6,8,2,1,Sedang,Ya,Tidak Ada,Tidak Ada,Aman,2,Low
Perempuan,28,S2,Belum Menikah,Product,1,Swasta,Ya,6,2,8,9,4,8,3,8,10,7,6,1,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,2,Low
Laki-laki,28,S1,Menikah,Engineering,2,Swasta,Tidak,7,0,6,6,4,7,3,9,8,8,7,2,2,Ringan,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,1,Low
Laki-laki,19,S1,Belum Menikah,Data,4,Swasta,Hybrid,10,1,8,9,4,6,4,8,9,6,5,1,2,Ringan,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,3,Low
Perempuan,41,S1,Belum Menikah,Marketing,0,BUMN,Tidak,9,2,6,5,2,10,7,6,6,5,7,18,1,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,6,Medium
